member_id,user,book,publisher,gender,id_authors,id,stage_id,name
res_partner_judith,Judith Mckay Stark,"The Beans of Egypt, Maine",Warner Books,ensayo,Carolyn Chute,library_checkout_P0000177,Canceled,P0000177
res_partner_patricia,Patricia Stewart Hahn,Chasing the Dime,Warner Books,crónica,Michael Connelly,library_checkout_P0000178,Borrowed,P0000178
res_partner_tom,Tom Franklin Walker,Breakfast of Champions,Dell Publishing Company,cuento,Kurt Vonnegut,library_checkout_P0000179,Returned,P0000179
res_partner_brandon,Brandon Graham Lucas,Dorien's Diary: My Intimate Confessions,Chrysalis Books,crónica,Maurice Gran,library_checkout_P0000180,Returned,P0000180
res_partner_derek,Derek Collins Cannon,Fires of Aggar,Windstorm Creative,égloga,Chris Anne Wolfe,library_checkout_P0000181,Borrowed,P0000181
res_partner_deborah,Deborah Phillips Sanchez,Vinegar Hill (Oprah's Book Club (Hardcover)),HarperCollins,crónica,A. Manette Ansay,library_checkout_P0000182,Returned,P0000182
res_partner_tom,Tom Carr Leach,Hannibal,Del Sol Press,crónica,Thomas Harris,library_checkout_P0000183,Canceled,P0000183
res_partner_meagan,Meagan Stephenson Smith,No Safe Place,Ballantine Books,cuento,RICHARD NORTH PATTERSON,library_checkout_P0000184,Borrowed,P0000184
res_partner_whitney,Whitney Yang Johnson,Dragonsdawn,Ballantine Books,novela,Anne McCaffrey,library_checkout_P0000185,Borrowed,P0000185
res_partner_emily,Emily Gaines Snyder,Bless The Beasts And Children : Bless The Beasts And Children,Pocket,égloga,Glendon Swarthout,library_checkout_P0000186,Canceled,P0000186
res_partner_aaron,Aaron Massey Dean,Das Druidentor.,Heyne,cuento,Wolfgang Hohlbein,library_checkout_P0000187,Returned,P0000187
res_partner_nathaniel,Nathaniel Nelson Williams,The Clearing,Knopf,ensayo,TIM GAUTREAUX,library_checkout_P0000188,Borrowed,P0000188
res_partner_kyle,Kyle Small Bryant,Silent Snow,Signet Book,crónica,Steve Thayer,library_checkout_P0000189,Canceled,P0000189
res_partner_michael,Michael Fitzgerald Smith,Granny Dan,"Random House, Inc.",crónica,DANIELLE STEEL,library_checkout_P0000190,Borrowed,P0000190
res_partner_carrie,Carrie Castillo Johnson,Puerto Vallarta Squeeze,Warner Books,égloga,Robert James Waller,library_checkout_P0000191,Returned,P0000191
res_partner_angela,Angela Thomas Gonzalez,Hiding in the Shadows (Shadows Trilogy (Paperback)),Bantam Books,carta,Kay Hooper,library_checkout_P0000192,New,P0000192
res_partner_vanessa,Vanessa Ray Brock,Shock Wave (Dirk Pitt Adventures (Paperback)),Pocket,cuento,Clive Cussler,library_checkout_P0000193,New,P0000193
res_partner_molly,Molly Suarez George,Forever Amber Brown (Amber Brown (Paperback)),Jump at the Sun,novela,Paula Danziger,library_checkout_P0000194,Borrowed,P0000194
res_partner_andrea,Andrea Glover Johnson,Starfire (Bantam Spectra),Spectra Books,égloga,Charles Sheffield,library_checkout_P0000195,Canceled,P0000195
res_partner_kristen,Kristen Santos Williams,The Mist and the Magic (Harper Monogram),Harper Mass Market Paperbacks,crónica,Susan Wiggs,library_checkout_P0000196,Canceled,P0000196
res_partner_emily,Emily Suarez Bruce,Everything's Eventual : 14 Dark Tales,Pocket,ensayo,Stephen King,library_checkout_P0000197,Returned,P0000197
res_partner_james,James Watson Ortiz,The Family Orchard,Vintage Books USA,novela,Nomi Eve,library_checkout_P0000198,New,P0000198
res_partner_todd,Todd Smith Crawford,The Big Bad Wolf: A Novel,"Little, Brown",crónica,James Patterson,library_checkout_P0000199,Returned,P0000199
res_partner_elizabeth,Elizabeth Wright Valenzuela,The Silent Storm: Scholastic Edition,Harcourt,ensayo,Sherry Garland,library_checkout_P0000200,Canceled,P0000200
res_partner_sabrina,Sabrina Sanders Lowe,The Fountainhead,New American Library,égloga,Ayn Rand,library_checkout_P0000201,Canceled,P0000201
res_partner_michael,Michael Ritter Gonzalez,Body of Lies,Bantam,crónica,IRIS JOHANSEN,library_checkout_P0000202,New,P0000202
res_partner_patrick,Patrick Kim Lambert,The Fight: Norman Mailer,Vintage Books USA,crónica,Norman Mailer,library_checkout_P0000203,Canceled,P0000203
res_partner_betty,Betty Wilson Davis,Nicholas Nickleby (Everyman's Library),Alfred A. Knopf,égloga,Charles Dickens,library_checkout_P0000204,Canceled,P0000204
res_partner_eugene,Eugene Warren Wood,Night Tales,Silhouette,cuento,Nora Roberts,library_checkout_P0000205,New,P0000205
res_partner_elizabeth,Elizabeth Wright Valenzuela,Someone to Watch Over Me : Stories,Perennial,égloga,Richard Bausch,library_checkout_P0000206,Canceled,P0000206
res_partner_beth,Beth Nunez Ortiz,Risque mortel,LGF,cuento,Robin Cook,library_checkout_P0000207,Borrowed,P0000207
res_partner_kelsey,Kelsey Montes Moss,"League of Extraordinary Gentlemen, Vol. 2 (Comic)",DC Comics,novela,Alan Moore,library_checkout_P0000208,New,P0000208
res_partner_sharon,Sharon Carter Henry,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,Harpercollins,novela,David Feldman,library_checkout_P0000209,Returned,P0000209
res_partner_laura,Laura Caldwell Martinez,Awakening,Avon,ensayo,Kate Chopin,library_checkout_P0000210,Canceled,P0000210
res_partner_john,John Ward Thompson,The Therapeutic Touch: How to Use Your Hands to Help or to Heal,Fireside,cuento,Dolores Krieger,library_checkout_P0000211,New,P0000211
res_partner_james,James Stevens Bradshaw,Little Women (Penguin Classics),Penguin Books,cuento,Louisa May Alcott,library_checkout_P0000212,Canceled,P0000212
res_partner_justin,Justin Li Cain,Confessions of a Shopaholic,Dell,ensayo,SOPHIE KINSELLA,library_checkout_P0000213,Borrowed,P0000213
res_partner_tracy,Tracy Rodriguez Stone,Absolute Power,Warner Books,égloga,David Baldacci,library_checkout_P0000214,New,P0000214
res_partner_ryan,Ryan Perez Turner,Angels &amp,Dan Brown,cuento,Demons,library_checkout_P0000215,Canceled,P0000215
res_partner_eric,Eric Greer Harris,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),Pocket Books,cuento,Jeffery Deaver,library_checkout_P0000216,New,P0000216
res_partner_teresa,Teresa Mcdonald Rowe,101 Dalmatians,Golden Books Publishing Company,ensayo,Justine Korman,library_checkout_P0000217,Borrowed,P0000217
res_partner_nicholas,Nicholas Adkins Martinez,Smilla's Sense of Snow,Island,carta,Peter Hoeg,library_checkout_P0000218,Canceled,P0000218
res_partner_colin,Colin Allen Harrell,"Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer",Aufbau Taschenbuch Verlag,égloga,Claudia von Zglinicki,library_checkout_P0000219,Returned,P0000219
res_partner_chad,Chad Branch Crosby,The Twenty-Seventh City : A Novel (Bestselling Backlist),Picador,carta,Jonathan Franzen,library_checkout_P0000220,Borrowed,P0000220
res_partner_matthew,Matthew Edwards Townsend,Man and Boy,Sourcebooks Landmark,crónica,Tony Parsons,library_checkout_P0000221,Canceled,P0000221
res_partner_bonnie,Bonnie Wheeler Arnold,A Natural History of Love,Vintage Books USA,égloga,Diane Ackerman,library_checkout_P0000222,Borrowed,P0000222
res_partner_richard,Richard King Cruz,Der Gott der kleinen Dinge.,btb,cuento,Arundhati Roy,library_checkout_P0000223,Canceled,P0000223
res_partner_brittany,Brittany Munoz Murphy,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Delacorte Press,ensayo,Al Franken,library_checkout_P0000224,Canceled,P0000224
res_partner_pamela,Pamela Bernard Nelson,Early Poems (Dover Thrift Editions),Dover Publications,égloga,William Carlos Williams,library_checkout_P0000225,Returned,P0000225
res_partner_jorge,Jorge Davis Swanson,The Prince (Dover Thrift Editions),Dover Publications,ensayo,NiccolÃƒÂ² Machiavelli,library_checkout_P0000226,Canceled,P0000226
res_partner_meredith,Meredith Ward Shaw,The Bean Trees,Perennial,ensayo,Barbara Kingsolver,library_checkout_P0000227,Returned,P0000227
res_partner_sarah,Sarah Martinez Lewis,The Red Tent (Bestselling Backlist),Picador USA,égloga,Anita Diamant,library_checkout_P0000228,Borrowed,P0000228
res_partner_kenneth,Kenneth Wright Allen,BORDERS OF INFINITY,Baen,crónica,Lois McMaster Bujold,library_checkout_P0000229,New,P0000229
res_partner_cody,Cody Rodriguez Hood,Divining Women (Ay Spoken Word - Gibbons),Audioworks,cuento,Kaye Gibbons,library_checkout_P0000230,New,P0000230
res_partner_caitlin,Caitlin Gray Byrd,Secret History,Penguin Putnam~childrens Hc,novela,Donna Tartt,library_checkout_P0000231,Canceled,P0000231
res_partner_jonathan,Jonathan Collins Riley,Absolute Power,Warner Books,égloga,David Baldacci,library_checkout_P0000232,Canceled,P0000232
res_partner_april,April Hall Li,The Catswold Portal,Roc,égloga,Shirley Rousseau Murphy,library_checkout_P0000233,Canceled,P0000233
res_partner_beverly,Beverly Green Williams,Hocus Pocus,Berkley Publishing Group,carta,Kurt Vonnegut,library_checkout_P0000234,Canceled,P0000234
res_partner_austin,Austin Lewis Garcia,And the Sea Will Tell,W W Norton &amp,ensayo,Vincent Bugliosi,library_checkout_P0000235,Returned,P0000235
res_partner_john,John Kaufman Stevens,The Wicked Priest: An Allegory in Two Acts,1stBooks Library,égloga,Bob Levis,library_checkout_P0000236,New,P0000236
res_partner_howard,Howard Johnson Griffith,Kitchen Privileges : A Memoir,Simon &amp,carta,Mary Higgins Clark,library_checkout_P0000237,New,P0000237
res_partner_carolyn,Carolyn Oconnell Mclaughlin,The James Dean Affair: A Neil Gulliver &amp,Robert S. Levinson,crónica,Stevie Marriner Novel,library_checkout_P0000238,Borrowed,P0000238
res_partner_ruth,Ruth Williams Campbell,Inanna,Perennial,carta,Diane Wolkstein,library_checkout_P0000239,Borrowed,P0000239
res_partner_james,James Stevens Bradshaw,Elements of Programming With Perl,Manning Publications,novela,Andrew L. Johnson,library_checkout_P0000240,Canceled,P0000240
res_partner_alan,Alan Curry Warren,Living in the Presence: Disciplines for the Spiritual Heart,Harpercollins,novela,Tilden H. Edwards,library_checkout_P0000241,Returned,P0000241
res_partner_daniel,Daniel Williams Brown,The Sky Is Falling,Warner Books,ensayo,Sidney Sheldon,library_checkout_P0000242,New,P0000242
res_partner_christopher,Christopher Sanchez Butler,Sinners,HarperTorch,crónica,Jackie Collins,library_checkout_P0000243,Returned,P0000243
res_partner_kathleen,Kathleen Campos Davis,Driving Mr. Albert: A Trip Across America With Einstein's Brain,Delta,égloga,Michael Paterniti,library_checkout_P0000244,New,P0000244
res_partner_mark,Mark Gomez Kim,The House With a Clock in Its Walls,Puffin Books,carta,John Bellairs,library_checkout_P0000245,New,P0000245
res_partner_kimberly,Kimberly Marks Brown,White Lies,Mira,carta,Linda Howard,library_checkout_P0000246,Borrowed,P0000246
res_partner_wanda,Wanda Chan Shelton,"Bitter Blood: A True Story of Southern Family Pride, Madness, and Multiple Murder",Onyx Books,cuento,Jerry Bledsoe,library_checkout_P0000247,Borrowed,P0000247
res_partner_leonard,Leonard Hood Turner,A Map of the World,Doubleday Books,crónica,Jane Hamilton,library_checkout_P0000248,Returned,P0000248
res_partner_joseph,Joseph Park Short,Starfire (Bantam Spectra),Spectra Books,égloga,Charles Sheffield,library_checkout_P0000249,Canceled,P0000249
res_partner_daniel,Daniel Martin Monroe,Othello (3rd Series),Thomas Nelson Publishers,cuento,William Shakespeare,library_checkout_P0000250,Canceled,P0000250
res_partner_brian,Brian Clark Kidd,Summer Island,Ballantine Books,crónica,KRISTIN HANNAH,library_checkout_P0000251,Returned,P0000251
res_partner_george,George Johnson Martinez,Crescent City,Delacorte Press,ensayo,Belva Plain,library_checkout_P0000252,Canceled,P0000252
res_partner_marilyn,Marilyn Davies Wright,The Best of Roald Dahl,Vintage Books USA,novela,Roald Dahl,library_checkout_P0000253,Returned,P0000253
res_partner_cynthia,Cynthia Sullivan Beard,The Indian in the Cupboard,HarperTrophy,novela,Lynne Reid Banks,library_checkout_P0000254,New,P0000254
res_partner_robert,Robert Pitts Garza,He Sees You When You're Sleeping : A Novel,Scribner,carta,Mary Higgins Clark,library_checkout_P0000255,Returned,P0000255
res_partner_kristen,Kristen Santos Williams,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Anchor,ensayo,Alexander McCall Smith,library_checkout_P0000256,Canceled,P0000256
res_partner_susan,Susan Williams White,The Perfect Storm: A True Story of Men Against the Sea,Little Brown and Company,cuento,Sebastian Junger,library_checkout_P0000257,Canceled,P0000257
res_partner_john,John Patterson Smith,The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON,Del Rey,carta,DAVID EDDINGS,library_checkout_P0000258,New,P0000258
res_partner_vincent,Vincent Warner Baker,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Berkley Publishing Group,égloga,Laurell K. Hamilton,library_checkout_P0000259,New,P0000259
res_partner_tiffany,Tiffany Rivera Jacobs,Die globalisierte Frau: Berichte aus der Zukunft der Ungleichheit (Frauen aktuell),Rowohlt,novela,Christa Wichterich,library_checkout_P0000260,New,P0000260
res_partner_kimberly,Kimberly Jenkins Davis,Outhouses of Alaska,Epicenter Press,carta,Harry M. Walker,library_checkout_P0000261,Returned,P0000261
res_partner_jamie,Jamie Abbott Hill,Lady in Green/Minor Indiscretions (Signet Regency Romance),Signet Book,cuento,Barbara Metzger,library_checkout_P0000262,New,P0000262
res_partner_peggy,Peggy Chen Gonzalez,Kidnapped and Catriona (World Classics),Oxford University Press,égloga,Robert Louis Stevenson,library_checkout_P0000263,New,P0000263
res_partner_joseph,Joseph Howard Mitchell,Dreamcatcher,Scribner,égloga,Stephen King,library_checkout_P0000264,Returned,P0000264
res_partner_jose,Jose Higgins Mcfarland,Battle Cry,Bantam Books,ensayo,Leon Uris,library_checkout_P0000265,Borrowed,P0000265
res_partner_dakota,Dakota Frank Lowe,Inside out,NavPress,ensayo,Lawrence J Crabb,library_checkout_P0000266,New,P0000266
res_partner_sierra,Sierra Price Guerra,Turning Thirty,Hodder &amp,carta,Mike Gayle,library_checkout_P0000267,Borrowed,P0000267
res_partner_scott,Scott Johnson Owens,"Sex, Art, and American Culture: Essays",Vintage Books USA,novela,Camille Paglia,library_checkout_P0000268,Borrowed,P0000268
res_partner_charles,Charles Reyes Cruz,Cheaters,Dutton Books,cuento,Eric Jerome Dickey,library_checkout_P0000269,New,P0000269
res_partner_devin,Devin Powell Zavala,"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",Crown,cuento,ERIK LARSON,library_checkout_P0000270,Returned,P0000270
res_partner_stephanie,Stephanie Hebert Ward,Having Everything,Pub Group West,crónica,John L'Heureux,library_checkout_P0000271,Canceled,P0000271
res_partner_megan,Megan Nelson Krause,Plato Complete Works,Hackett Publishing Company,cuento,Plato,library_checkout_P0000272,Returned,P0000272
res_partner_christina,Christina Larson Wilson,The Flanders Panel,Bantam,égloga,ARTURO PEREZ-REVERTE,library_checkout_P0000273,Borrowed,P0000273
res_partner_brandon,Brandon Webb Ochoa,The Prince,Signet Book,cuento,Niccolo Machiavelli,library_checkout_P0000274,New,P0000274
res_partner_donald,Donald Nelson Jones,Wild Thorn,Avon Books,ensayo,William Hoffman,library_checkout_P0000275,New,P0000275
res_partner_robert,Robert Jones Huffman,A Feather on the Breath of God: A Novel,HarperCollins Publishers,cuento,Sigrid Nunez,library_checkout_P0000276,Returned,P0000276
res_partner_susan,Susan Williams White,Killer Market (Deborah Knott Mysteries (Paperback)),Warner Books,égloga,Margaret Maron,library_checkout_P0000277,Canceled,P0000277
res_partner_nicole,Nicole Mcdonald Cameron,Jurassic Park/Congo,Random House UK Ltd (A Division of Random House Group),cuento,Crichton Michael,library_checkout_P0000278,Borrowed,P0000278
res_partner_amber,Amber Morris Zuniga,Her Mother's Daughter,Ballantine Books,novela,Marilyn French,library_checkout_P0000279,Canceled,P0000279
res_partner_debra,Debra Lowery Pruitt,Atonement,Nan A. Talese,cuento,Ian McEwan,library_checkout_P0000280,Canceled,P0000280
res_partner_savannah,Savannah Rios Phillips,Classical Mythology,Oxford University Press,crónica,Mark P. O. Morford,library_checkout_P0000281,New,P0000281
res_partner_gary,Gary Miller Reyes,"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think",Avon Books,cuento,Cybill Shepherd,library_checkout_P0000282,Returned,P0000282
res_partner_kristen,Kristen Washington Mendoza,Sarah's Baby  (Koomera Crossing),Harlequin,ensayo,Margaret Way,library_checkout_P0000283,New,P0000283
res_partner_charles,Charles Carson Wood,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Pantheon,carta,Alexander McCall Smith,library_checkout_P0000284,Returned,P0000284
res_partner_brandon,Brandon Webb Ochoa,The Carousel,Dell,crónica,Belva Plain,library_checkout_P0000285,New,P0000285
res_partner_julia,Julia Wall Elliott,AUTOBIOGRAPHY OF FBI SPECIAL AGENT DALE COOPER,Pocket,carta,Dale Cooper,library_checkout_P0000286,Returned,P0000286
res_partner_denise,Denise Howard Alvarez,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),Random House Books for Young Readers,crónica,DR SEUSS,library_checkout_P0000287,Canceled,P0000287
res_partner_andrew,Andrew Marshall Reynolds,La porte obscure,Presses de la CitÃƒ?Ã‚Â©,novela,Philip K. (Philip Kindred) Dick,library_checkout_P0000288,Borrowed,P0000288
res_partner_heather,Heather West Davis,The Music Box,Pocket,cuento,Andrea Kane,library_checkout_P0000289,New,P0000289
res_partner_robert,Robert Decker Koch,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),Multnomah,carta,Melody Carlson,library_checkout_P0000290,Returned,P0000290
